id,rating,might,fights
394796,716,26087,100
263735,498,19174,100
394808,498,20187,100
1427251,515,18365,100
919101,588,21582,100
1312318,221,5440,100
1383606,259,5207,100
656960,657,23477,100
394817,240,5122,100
525892,377,13503,100
1443398,445,15481,100
525896,681,24271,100
656971,859,28530,100
1181261,486,20468,100
132687,1237,37502,100
788050,1076,33327,100
132693,807,27438,100
263766,1184,35002,100
132695,485,17928,100
788064,453,18077,100
1443426,361,12831,100
1181283,447,14593,100
1552539,181,3670,100
788072,795,26985,100
1181289,519,18411,100
263786,364,12719,100
1312364,694,24522,100
525933,746,25631,100
788078,316,11621,100
1312367,179,3420,100
919157,677,23403,100
1312374,213,3504,100
919160,607,22475,100
919161,532,20669,100
132732,689,24669,100
919165,323,10826,100
394878,803,27628,100
132737,851,30838,100
657028,822,28257,100
788101,823,27670,100
657037,661,25347,100
657038,552,19043,100
379769,1048,32851,100
1235215,461,14862,100
394897,830,29330,100
263826,399,12749,100
371651,1105,33586,100
445237,723,25568,100
590105,73,1888,100
132762,742,26110,100
394907,823,28274,100
919196,485,17083,100
394909,627,23340,100
1540732,275,6760,100
657060,479,19000,100
394917,637,23239,100
263847,238,5686,100
1050282,609,22241,100
1551303,127,2347,100
1462171,293,8471,100
263856,295,8814,100
657074,426,12548,100
1443507,276,5710,100
1529460,161,3074,100
1050298,52,1712,100
788156,625,23810,100
1223626,242,5840,100
132799,1054,32974,100
1443523,338,11989,100
611958,585,22408,100
526022,910,29225,100
1181383,411,16089,100
1050312,795,27203,100
1181386,338,11406,100
1529463,250,6407,100
1443532,443,15652,100
788173,912,29478,100
502733,595,22135,100
394962,1095,33079,100
788182,534,21826,100
132824,1160,34849,100
1507507,295,8827,100
1558192,222,4003,100
788189,1176,35139,100
657118,1137,33664,100
526047,784,26633,100
526048,900,29834,100
657121,972,31032,100
263909,1057,33656,100
263912,379,13829,100
1529468,201,3556,100
1312490,384,14181,100
1245479,500,18000,100
1545099,297,8121,100
788205,618,22638,100
235743,905,28689,100
788207,881,30025,100
788209,506,19483,100
657138,537,19492,100
788211,896,29439,100
263926,773,27633,100
1312504,486,18399,100
919293,694,23538,100
395007,518,19153,100
395008,832,28527,100
132866,740,26377,100
526083,645,23981,100
395012,667,23017,100
395014,875,29266,100
263944,662,25527,100
526089,683,24577,100
263948,547,21620,100
657165,709,26298,100
459053,887,28484,100
657168,1247,37376,100
519438,1222,36870,100
415363,909,30361,100
919317,493,17734,100
263959,1098,33404,100
919321,745,25717,100
132891,587,19689,100
395037,791,26976,100
1312542,262,5853,100
1529477,231,4708,100
526114,611,21634,100
1443619,369,14319,100
395046,232,6243,100
919335,562,21703,100
1181480,380,11310,100
526121,495,17864,100
672197,767,26980,100
263981,1137,34837,100
263985,844,27712,100
132914,470,16742,100
788279,773,25252,100
526136,656,23539,100
132921,525,20641,100
788283,987,30967,100
263996,1058,32328,100
1443645,365,12076,100
1048885,477,17389,100
919361,499,18901,100
919364,505,17285,100
395077,379,12984,100
1443654,342,12773,100
1181511,645,22904,100
1443656,243,6457,100
526153,873,28116,100
1181515,525,20016,100
100446,1110,33624,100
1050448,273,8706,100
395093,594,23096,100
919382,529,19294,100
590137,331,9419,100
132953,553,20587,100
395099,373,13620,100
526175,638,23355,100
1551334,236,4219,100
1050471,520,19122,100
1312616,461,16014,100
437223,633,21672,100
395116,684,25029,100
175080,378,13511,100
264051,973,32321,100
132982,714,25932,100
657271,620,22470,100
1312632,253,5518,100
919420,698,25342,100
788350,753,26078,100
1050495,671,23464,100
788352,658,24522,100
919426,813,28053,100
1420267,296,10855,100
1181573,569,19737,100
657287,879,28947,100
788363,337,9637,100
788364,689,24160,100
919438,725,25943,100
395151,462,17614,100
788369,583,21751,100
1443731,528,18274,100
1507652,110,2263,100
1181594,398,14060,100
1181596,596,22175,100
1050525,213,6395,100
133023,854,28808,100
1536376,36,1650,100
1181602,622,22355,100
657315,891,29334,100
1181604,921,30671,100
657317,1000,31744,100
919463,75,2070,100
395176,816,27288,100
919465,556,20698,100
395178,1085,33855,100
1442119,229,4654,100
1181615,312,9255,100
526258,543,20166,100
1312691,491,18300,100
919477,221,3660,100
788407,834,28461,100
264121,1027,32340,100
264122,788,26896,100
1048906,597,22068,100
526271,818,27640,100
526273,958,31599,100
526281,556,19603,100
133066,1028,32237,100
1420279,171,3678,100
1050572,514,18270,100
395218,727,26875,100
133076,903,30029,100
264150,452,17369,100
1420281,-9,905,77
1312729,634,22619,100
919514,196,3669,100
657373,472,17215,100
657375,533,20127,100
1443808,404,12683,100
395234,1061,33359,100
395235,889,28538,100
1463974,423,14211,100
788456,634,24027,100
526314,706,24362,100
1540743,251,5796,100
395245,945,31173,100
919536,656,22909,100
133112,1004,32359,100
133115,578,20543,100
788477,271,6871,100
133118,331,10452,100
721237,441,16909,100
788481,486,19087,100
526338,489,20562,100
939691,386,12319,100
788484,642,23685,100
395270,1181,34563,100
395272,885,29602,100
1312778,184,3749,100
786775,441,17317,100
1514709,388,13850,100
788493,925,29280,100
788499,820,27527,100
497624,268,5776,100
1050646,293,7110,100
919575,558,20365,100
1443864,403,12432,100
657434,820,27122,100
133152,820,27052,100
264227,565,21631,100
526373,638,24248,100
133161,586,23586,100
788525,269,5721,100
568328,1027,31357,100
1443890,344,11297,100
1312821,351,8435,100
1312828,428,14964,100
526397,626,22432,100
526398,546,19154,100
1050688,374,12527,100
1502959,269,5440,100
526402,863,28903,100
788547,379,13242,100
133188,142,2446,100
133191,1197,36539,100
1312841,353,11253,100
526410,199,3734,100
526411,953,30924,100
657485,473,18454,100
1443926,309,9028,100
526423,454,15951,100
788569,496,19373,100
788571,702,24335,100
395356,1163,34415,100
788575,771,26873,100
1312864,319,10374,100
1181793,721,24495,100
133221,1246,38247,100
526439,291,8717,100
788585,961,30624,100
1050730,573,20877,100
133227,1054,32596,100
657516,729,25257,100
657517,709,25996,100
395377,555,20390,100
133242,1215,35582,100
1466551,199,3932,100
133246,1003,31569,100
808641,372,13307,100
526473,602,21667,100
526474,274,6446,100
1050764,671,25445,100
657549,808,29049,100
133262,839,29226,100
395407,594,23103,100
1545113,86,1942,100
1050773,785,26900,100
1050774,388,13121,100
264343,1215,35912,100
1038829,894,29413,100
526494,833,28621,100
133279,778,26211,100
1050787,536,19797,100
1464006,160,3132,100
133288,691,23375,100
264362,331,10584,100
788652,561,21453,100
1312944,306,9351,100
1048947,411,14734,100
395444,544,20802,100
371742,808,27853,100
1444024,110,2143,100
1312953,214,3776,100
1549479,166,3037,100
1540750,257,6764,100
264383,466,18028,100
919744,687,24857,100
526529,640,22174,100
1180022,254,6219,100
788678,830,28331,100
1444039,146,2609,100
1511339,199,3234,100
133321,1146,34195,100
919755,1102,34887,100
175138,641,24143,100
788699,558,21849,100
788704,668,24112,100
808657,692,24241,100
657641,813,28413,100
1551399,106,2048,100
395501,766,27021,100
788719,886,29036,100
1444080,218,4356,100
395505,1235,36443,100
133362,1071,33615,100
395511,687,24434,100
1339984,381,10736,100
1331255,505,17270,100
395517,1104,33526,100
1181950,587,21215,100
788738,696,25321,100
1181955,628,24218,100
788741,681,25451,100
919816,447,16740,100
1181961,393,14825,100
1444107,257,5037,100
395534,838,28082,100
1543907,231,4866,100
395537,773,27338,100
133395,1198,37168,100
1313044,428,14777,100
1181976,556,19909,100
395546,802,27047,100
788768,1106,33595,100
526625,569,20468,100
874203,775,25693,100
264485,540,20069,100
133415,870,28818,100
1518931,289,8843,100
1510202,309,8775,100
788780,537,20790,100
1444142,122,2279,100
395569,728,25516,100
788787,671,25444,100
788791,604,22457,100
788794,630,23061,100
1114506,688,24489,100
526654,535,19537,100
919871,857,30015,100
1050946,233,5257,100
788803,719,25306,100
1444167,198,3053,100
264520,479,19252,100
1376652,483,17301,100
395596,767,26747,100
788814,441,16338,100
395605,878,28207,100
395606,595,22284,100
395607,421,14966,100
1182040,785,27169,100
264540,866,28558,100
1050977,592,22976,100
133474,847,28829,100
175164,741,25381,100
1492746,86,2005,100
919915,749,26973,100
919919,566,19789,100
133489,469,17455,100
133490,1032,31650,100
1182067,769,27056,100
1313140,383,14991,100
1051004,570,20808,100
1051007,456,16956,100
395648,618,21776,100
264582,899,28589,100
1444232,503,16793,100
721303,437,15613,100
788878,690,24450,100
919952,458,17480,100
788884,666,23956,100
1444246,91,2148,100
1507737,212,4008,100
1547665,203,4884,100
1485892,318,9259,100
395675,1111,34016,100
788892,816,28004,100
395677,779,26547,100
1420357,369,13466,100
1051041,524,19419,100
788899,607,23893,100
133540,1198,37024,100
502854,630,22048,100
133544,435,14505,100
264617,756,27134,100
133546,842,28082,100
1051051,926,29995,100
788908,862,26941,100
133549,1037,31591,100
657840,1168,35498,100
133553,955,31714,100
113560,438,18386,100
1529587,260,7919,100
133558,1104,33273,100
1470926,32,1528,100
526777,457,15132,100
526779,693,24530,100
264637,833,27661,100
218241,1129,33815,100
481013,899,30167,100
721312,757,26107,100
1444290,343,8650,100
657860,648,24026,100
788933,1068,31940,100
788934,640,23778,100
788935,680,23896,100
1182152,571,21882,100
788939,526,20386,100
133581,804,27967,100
264657,815,28619,100
133589,1100,33992,100
133591,804,27516,100
1311141,497,16935,100
920034,572,23117,100
1444323,513,18240,100
264676,1150,34642,100
590246,702,25417,100
1328866,362,10712,100
920040,788,27862,100
1444329,310,9461,100
1182186,520,18414,100
458359,303,7493,100
526828,672,22791,100
1313261,408,13606,100
395758,982,31680,100
395759,997,32696,100
264690,825,27110,100
1289299,443,16184,100
788980,680,25112,100
1529598,296,7046,100
1407129,495,17310,100
264697,716,25315,100
133627,1164,33959,100
1444348,210,3948,100
1313279,415,15648,100
1051136,550,21291,100
920066,646,24685,100
264707,860,30285,100
788999,849,28557,100
1051148,796,28078,100
1388003,228,6642,100
526865,708,25239,100
789012,403,16154,100
1309442,256,7379,100
133661,1147,34328,100
789022,642,24803,100
1051167,693,24443,100
526880,929,30690,100
1289307,506,20336,100
1051173,507,19971,100
1051174,701,24977,100
789032,506,18789,100
830556,145,2744,100
133674,1032,32107,100
432174,109,2027,100
1444398,110,2045,100
395823,865,29332,100
1313328,443,15294,100
1507763,158,2726,100
371806,182,3183,100
395832,601,23701,100
1376692,344,10057,100
657980,644,23048,100
789056,527,18565,100
1551231,204,3982,100
1440379,430,15799,100
920133,863,29831,100
1444423,162,2846,100
789065,882,29408,100
920138,711,25676,100
1444428,266,6842,100
133710,653,23254,100
264785,904,30468,100
1551459,142,2575,100
920153,658,24213,100
789082,467,17163,100
808719,586,22012,100
1313373,145,2674,100
1444449,314,9263,100
1313379,439,13987,100
1551462,169,2531,100
789095,568,21255,100
264808,953,32342,100
1313389,592,20329,100
658033,140,2687,100
789108,466,18274,100
395893,919,29680,100
395894,366,12709,100
789111,647,24118,100
789113,487,19215,100
133755,603,22587,100
264828,982,32147,100
1313407,339,10503,100
459200,726,25213,100
1313411,528,19415,100
133766,1222,37834,100
920199,339,10329,100
1182345,382,13854,100
1051276,461,15663,100
395918,1187,37050,100
920208,690,24832,100
1518943,232,5147,100
1501485,274,7019,100
808729,575,21368,100
133784,819,28309,100
789149,462,15313,100
1313438,312,7280,100
1507781,256,5184,100
133794,299,7256,100
133795,1023,31712,100
920233,509,18549,100
920244,214,4201,100
920245,486,17863,100
1182390,398,14755,100
1182394,590,22664,100
789179,665,23283,100
789180,887,29144,100
1521480,233,3409,100
395968,973,32085,100
395969,720,24239,100
658118,878,29706,100
218913,-3,1188,86
1444553,389,13756,100
920268,537,22642,100
1182414,568,20797,100
1182417,745,25980,100
789202,763,27998,100
264915,1259,38499,100
1182421,407,13116,100
920280,545,20864,100
133851,928,29908,100
